age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
37,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,60,Other,>50K
21,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,45,United-States,<=50K
25,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
25,Private,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
48,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
35,Private,6,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K
26,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,Other,<=50K
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,45,United-States,>50K
53,Self-emp-not-inc,9,Widowed,Farming-fishing,Unmarried,White,Female,0,0,55,United-States,<=50K
56,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,4865,0,35,United-States,<=50K
52,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,51,United-States,<=50K
29,Private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,25,United-States,<=50K
33,Private,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K
35,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,<=50K
27,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
27,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
53,Private,2,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
41,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Self-emp-not-inc,9,Never-married,Sales,Unmarried,White,Male,0,0,66,United-States,<=50K
34,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K
52,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Unknown,13,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
17,Private,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,10,Never-married,Sales,Not-in-family,Black,Male,0,0,41,United-States,<=50K
67,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
55,Private,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Unknown,<=50K
38,Private,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Other,<=50K
42,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
58,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,<=50K
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,Unknown,<=50K
27,Private,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
42,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,21,United-States,<=50K
23,Unknown,9,Separated,Unknown,Own-child,White,Female,0,0,40,United-States,<=50K
74,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,15831,0,40,United-States,>50K
23,Private,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,25,United-States,<=50K
53,Private,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,5178,0,40,Other,>50K
26,Private,6,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
42,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
19,Private,8,Never-married,Farming-fishing,Own-child,White,Female,0,0,30,United-States,<=50K
36,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
46,Private,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,2258,50,United-States,<=50K
36,Private,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,31,United-States,>50K
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
48,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
58,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,38,United-States,<=50K
39,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
66,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
26,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
67,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,Other,<=50K
42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
25,Federal-gov,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
51,Private,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
57,Local-gov,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Other,<=50K
39,Federal-gov,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
39,Private,10,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,48,United-States,<=50K
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,>50K
25,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103,0,40,United-States,>50K
44,Private,6,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,42,United-States,<=50K
28,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,38,United-States,<=50K
28,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,Other,<=50K
23,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
17,Private,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
27,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K
48,Private,11,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,2354,0,40,United-States,<=50K
19,Unknown,9,Never-married,Unknown,Own-child,White,Male,0,0,30,United-States,<=50K
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
60,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,50,United-States,<=50K
60,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
28,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,45,Other,<=50K
34,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,86,United-States,>50K
39,Local-gov,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K
26,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
22,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
42,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2407,0,40,United-States,<=50K
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
53,Private,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Self-emp-inc,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,<=50K
18,Unknown,9,Never-married,Unknown,Own-child,White,Female,0,0,40,United-States,<=50K
80,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
22,Private,10,Never-married,Other-service,Own-child,White,Male,1055,0,15,United-States,<=50K
37,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
48,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,52,United-States,<=50K
45,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
46,Local-gov,15,Separated,Prof-specialty,Not-in-family,Black,Male,4650,0,40,United-States,<=50K
52,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
59,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
43,Private,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
29,Private,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,3,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States,<=50K
62,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,<=50K
49,Local-gov,7,Divorced,Other-service,Own-child,White,Female,0,0,60,United-States,<=50K
49,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
34,Private,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,60,United-States,<=50K
59,Private,9,Divorced,Sales,Unmarried,White,Female,0,1762,30,United-States,<=50K
36,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
47,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Other,<=50K
31,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
46,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
30,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
46,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
41,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
40,Unknown,9,Divorced,Unknown,Not-in-family,Black,Female,0,0,32,United-States,<=50K
34,Federal-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,United-States,<=50K
30,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,>50K
52,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
70,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
52,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,2001,32,United-States,<=50K
17,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
69,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
51,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,State-gov,10,Separated,Exec-managerial,Own-child,White,Male,0,2339,40,United-States,<=50K
36,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,15024,0,75,United-States,>50K
40,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
29,Private,10,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Other,<=50K
44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Other,>50K
19,Private,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,>50K
27,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,<=50K
52,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,<=50K
56,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
47,Private,9,Divorced,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K
43,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Other,<=50K
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
29,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,United-States,<=50K
30,Private,13,Divorced,Sales,Not-in-family,White,Male,27828,0,40,United-States,>50K
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
41,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,48,United-States,>50K
32,State-gov,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
58,Private,13,Divorced,Craft-repair,Own-child,White,Female,0,0,20,United-States,<=50K
48,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
23,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
24,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,Other,<=50K
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
42,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
33,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
27,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1628,50,United-States,<=50K
22,Private,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
64,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,5,United-States,<=50K
52,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Other,<=50K
23,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,<=50K
21,Private,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Self-emp-not-inc,6,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,1721,15,United-States,<=50K
22,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,United-States,>50K
33,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
